,film_id,title,inventory_id,rental_id,amount
2751,172,CONEHEADS SMOOCHY,785,6155,4.99
2752,172,CONEHEADS SMOOCHY,785,7084,6.99
2753,172,CONEHEADS SMOOCHY,785,14655,4.99
2754,172,CONEHEADS SMOOCHY,786,3137,5.99
2755,172,CONEHEADS SMOOCHY,786,6162,5.99
2756,172,CONEHEADS SMOOCHY,786,10659,5.99
2757,172,CONEHEADS SMOOCHY,786,11629,6.99
2758,172,CONEHEADS SMOOCHY,787,2023,4.99
2759,172,CONEHEADS SMOOCHY,787,4274,4.99
2760,172,CONEHEADS SMOOCHY,787,9109,5.99
2761,172,CONEHEADS SMOOCHY,787,15889,4.99
2762,172,CONEHEADS SMOOCHY,788,3882,4.99
2763,172,CONEHEADS SMOOCHY,788,6998,4.99
2764,172,CONEHEADS SMOOCHY,788,15258,4.99
2765,172,CONEHEADS SMOOCHY,789,5371,4.99
2766,172,CONEHEADS SMOOCHY,789,8649,6.99
2767,172,CONEHEADS SMOOCHY,789,15711,4.99
2768,173,CONFESSIONS MAGUIRE,790,9036,4.99
2769,173,CONFESSIONS MAGUIRE,790,14290,4.99
2770,173,CONFESSIONS MAGUIRE,791,7227,6.99
2771,173,CONFESSIONS MAGUIRE,791,11636,4.99
2772,173,CONFESSIONS MAGUIRE,792,8542,4.99
2773,173,CONFESSIONS MAGUIRE,792,13833,6.99
2774,173,CONFESSIONS MAGUIRE,793,3554,4.99
2775,173,CONFESSIONS MAGUIRE,793,9367,6.99
2776,173,CONFESSIONS MAGUIRE,793,11693,4.99
2777,173,CONFESSIONS MAGUIRE,794,105,4.99
2778,173,CONFESSIONS MAGUIRE,794,2734,4.99
2779,173,CONFESSIONS MAGUIRE,794,3979,4.99
2780,173,CONFESSIONS MAGUIRE,794,7556,4.99
2781,173,CONFESSIONS MAGUIRE,794,15169,4.99
2782,174,CONFIDENTIAL INTERVIEW,795,6823,4.99
2783,174,CONFIDENTIAL INTERVIEW,795,7292,4.99
2784,174,CONFIDENTIAL INTERVIEW,795,12533,4.99
2785,174,CONFIDENTIAL INTERVIEW,796,3165,4.99
2786,174,CONFIDENTIAL INTERVIEW,796,5643,4.99
2787,174,CONFIDENTIAL INTERVIEW,796,11372,4.99
2788,174,CONFIDENTIAL INTERVIEW,796,14180,4.99
2789,174,CONFIDENTIAL INTERVIEW,797,667,4.99
2790,174,CONFIDENTIAL INTERVIEW,797,3121,4.99
2791,174,CONFIDENTIAL INTERVIEW,797,5326,4.99
2792,174,CONFIDENTIAL INTERVIEW,797,7648,5.99
2793,174,CONFIDENTIAL INTERVIEW,797,11884,6.99
2794,174,CONFIDENTIAL INTERVIEW,798,9350,4.99
2795,174,CONFIDENTIAL INTERVIEW,798,14643,6.99
2796,174,CONFIDENTIAL INTERVIEW,799,5405,7.99
2797,174,CONFIDENTIAL INTERVIEW,799,11135,4.99
2798,174,CONFIDENTIAL INTERVIEW,799,12426,4.99
2799,174,CONFIDENTIAL INTERVIEW,800,692,4.99
2800,174,CONFIDENTIAL INTERVIEW,800,2481,4.99
2801,174,CONFIDENTIAL INTERVIEW,800,5835,5.99
2802,174,CONFIDENTIAL INTERVIEW,800,8798,5.99
2803,174,CONFIDENTIAL INTERVIEW,800,14744,6.99
2804,174,CONFIDENTIAL INTERVIEW,801,7125,6.99
2805,174,CONFIDENTIAL INTERVIEW,801,15833,6.99
2806,174,CONFIDENTIAL INTERVIEW,802,473,7.99
2807,174,CONFIDENTIAL INTERVIEW,802,2168,4.99
2808,174,CONFIDENTIAL INTERVIEW,802,6873,4.99
2809,174,CONFIDENTIAL INTERVIEW,802,7214,5.99
2810,174,CONFIDENTIAL INTERVIEW,802,13848,4.99
2811,175,CONFUSED CANDLES,803,10596,5.99
2812,175,CONFUSED CANDLES,803,12876,2.99
2813,175,CONFUSED CANDLES,804,2925,2.99
2814,175,CONFUSED CANDLES,804,6477,4.99
2815,175,CONFUSED CANDLES,804,10170,7.99
2816,175,CONFUSED CANDLES,804,13203,7.99
2817,175,CONFUSED CANDLES,805,4695,8.99
2818,175,CONFUSED CANDLES,805,7056,8.99
2819,175,CONFUSED CANDLES,805,11614,2.99
2820,175,CONFUSED CANDLES,806,1684,2.99
2821,175,CONFUSED CANDLES,806,6710,7.99
2822,175,CONFUSED CANDLES,806,9948,5.99
2823,175,CONFUSED CANDLES,806,13907,3.99
2824,175,CONFUSED CANDLES,807,2139,8.99
2825,175,CONFUSED CANDLES,807,5927,5.99
2826,175,CONFUSED CANDLES,807,10690,8.99
2827,175,CONFUSED CANDLES,807,13822,3.99
2828,176,CONGENIALITY QUEST,808,4247,0.99
2829,176,CONGENIALITY QUEST,808,10393,0.99
2830,176,CONGENIALITY QUEST,808,15418,0.99
2831,176,CONGENIALITY QUEST,809,1410,0.99
2832,176,CONGENIALITY QUEST,809,6005,0.99
2833,176,CONGENIALITY QUEST,809,11061,0.99
2834,176,CONGENIALITY QUEST,809,13044,0.99
2835,176,CONGENIALITY QUEST,810,1037,3.99
2836,176,CONGENIALITY QUEST,810,1379,0.99
2837,176,CONGENIALITY QUEST,810,5908,0.99
2838,176,CONGENIALITY QUEST,810,10211,3.99
2839,176,CONGENIALITY QUEST,810,14378,3.99
2840,176,CONGENIALITY QUEST,811,141,2.99
2841,176,CONGENIALITY QUEST,811,1955,0.99
2842,176,CONGENIALITY QUEST,811,4634,0.99
2843,176,CONGENIALITY QUEST,811,8957,1.99
2844,176,CONGENIALITY QUEST,811,14381,0.99
2845,176,CONGENIALITY QUEST,812,8287,3.99
2846,176,CONGENIALITY QUEST,812,12561,0.99
2847,176,CONGENIALITY QUEST,813,6794,2.99
2848,176,CONGENIALITY QUEST,813,9569,0.99
2849,176,CONGENIALITY QUEST,813,13720,1.99
2850,177,CONNECTICUT TRAMP,814,2093,9.99
2851,177,CONNECTICUT TRAMP,814,6414,7.99
2852,177,CONNECTICUT TRAMP,814,7653,4.99
2853,177,CONNECTICUT TRAMP,814,14686,5.99
2854,177,CONNECTICUT TRAMP,815,131,5.99
2855,177,CONNECTICUT TRAMP,815,2202,8.99
2856,177,CONNECTICUT TRAMP,815,6218,5.99
2857,177,CONNECTICUT TRAMP,815,8114,8.99
2858,177,CONNECTICUT TRAMP,815,14934,4.99
2859,177,CONNECTICUT TRAMP,816,1179,7.99
2860,177,CONNECTICUT TRAMP,816,5759,6.99
2861,177,CONNECTICUT TRAMP,816,9529,4.99
2862,177,CONNECTICUT TRAMP,816,14953,6.99
2863,178,CONNECTION MICROCOSMOS,817,7922,0.99
2864,178,CONNECTION MICROCOSMOS,817,11593,0.99
2865,178,CONNECTION MICROCOSMOS,818,918,0.99
2866,178,CONNECTION MICROCOSMOS,818,3053,0.99
2867,178,CONNECTION MICROCOSMOS,818,4303,1.99
2868,178,CONNECTION MICROCOSMOS,818,9509,0.99
2869,178,CONNECTION MICROCOSMOS,818,14068,3.99
2870,179,CONQUERER NUTS,819,707,4.99
2871,179,CONQUERER NUTS,819,1552,5.99
2872,179,CONQUERER NUTS,819,4507,6.99
2873,179,CONQUERER NUTS,819,9689,4.99
2874,179,CONQUERER NUTS,819,13689,4.99
2875,179,CONQUERER NUTS,820,7750,9.99
2876,179,CONQUERER NUTS,820,13560,8.99
2877,179,CONQUERER NUTS,821,596,4.99
2878,179,CONQUERER NUTS,821,1242,7.99
2879,179,CONQUERER NUTS,821,4220,4.99
2880,179,CONQUERER NUTS,821,9135,4.99
2881,179,CONQUERER NUTS,821,15084,4.99
2882,179,CONQUERER NUTS,822,1765,4.99
2883,179,CONQUERER NUTS,822,6604,4.99
2884,179,CONQUERER NUTS,822,7791,4.99
2885,179,CONQUERER NUTS,822,15358,9.99
2886,180,CONSPIRACY SPIRIT,823,8333,2.99
2887,180,CONSPIRACY SPIRIT,823,11673,2.99
2888,180,CONSPIRACY SPIRIT,824,5008,2.99
2889,180,CONSPIRACY SPIRIT,824,8689,2.99
2890,180,CONSPIRACY SPIRIT,824,12497,4.99
2891,181,CONTACT ANONYMOUS,825,6050,2.99
2892,181,CONTACT ANONYMOUS,825,11089,2.99
2893,181,CONTACT ANONYMOUS,825,13010,3.99
2894,181,CONTACT ANONYMOUS,826,463,3.99
2895,181,CONTACT ANONYMOUS,826,2785,2.99
2896,181,CONTACT ANONYMOUS,826,4190,2.99
2897,181,CONTACT ANONYMOUS,826,7872,2.99
2898,181,CONTACT ANONYMOUS,826,13707,2.99
2899,181,CONTACT ANONYMOUS,827,11022,2.99
2900,181,CONTACT ANONYMOUS,827,12632,2.99
2901,181,CONTACT ANONYMOUS,828,2832,4.99
2902,181,CONTACT ANONYMOUS,828,4558,2.99
2903,181,CONTACT ANONYMOUS,828,9876,2.99
2904,181,CONTACT ANONYMOUS,828,12749,2.99
2905,181,CONTACT ANONYMOUS,829,2594,2.99
2906,181,CONTACT ANONYMOUS,829,3858,2.99
2907,181,CONTACT ANONYMOUS,829,10592,3.99
2908,181,CONTACT ANONYMOUS,829,12560,4.99
2909,181,CONTACT ANONYMOUS,830,17,2.99
2910,181,CONTACT ANONYMOUS,830,1288,2.99
2911,181,CONTACT ANONYMOUS,830,5831,2.99
2912,181,CONTACT ANONYMOUS,830,7645,2.99
2913,181,CONTACT ANONYMOUS,830,12899,2.99
2914,181,CONTACT ANONYMOUS,831,6725,2.99
2915,181,CONTACT ANONYMOUS,831,8293,2.99
2916,181,CONTACT ANONYMOUS,831,14749,3.99
2917,182,CONTROL ANTHEM,832,7663,4.99
2918,182,CONTROL ANTHEM,832,15241,4.99
2919,182,CONTROL ANTHEM,833,364,4.99
2920,182,CONTROL ANTHEM,833,2230,4.99
2921,182,CONTROL ANTHEM,833,6135,4.99
2922,182,CONTROL ANTHEM,833,11183,4.99
2923,182,CONTROL ANTHEM,833,12680,6.99
2924,183,CONVERSATION DOWNHILL,834,5955,7.99
2925,183,CONVERSATION DOWNHILL,834,7028,6.99
2926,183,CONVERSATION DOWNHILL,834,12034,7.99
2927,183,CONVERSATION DOWNHILL,835,2451,5.99
2928,183,CONVERSATION DOWNHILL,835,6281,4.99
2929,183,CONVERSATION DOWNHILL,835,9895,5.99
2930,183,CONVERSATION DOWNHILL,835,15976,4.99
2931,183,CONVERSATION DOWNHILL,836,9783,9.99
2932,183,CONVERSATION DOWNHILL,836,11544,5.99
2933,183,CONVERSATION DOWNHILL,837,4486,8.99
2934,183,CONVERSATION DOWNHILL,837,11076,8.99
2935,183,CONVERSATION DOWNHILL,837,15867,4.99
2936,183,CONVERSATION DOWNHILL,838,10215,8.99
2937,183,CONVERSATION DOWNHILL,838,15177,4.99
2938,183,CONVERSATION DOWNHILL,839,4656,5.99
2939,183,CONVERSATION DOWNHILL,839,9744,4.99
2940,183,CONVERSATION DOWNHILL,839,14410,5.99
2941,184,CORE SUIT,840,4815,8.99
2942,184,CORE SUIT,840,9137,6.99
2943,184,CORE SUIT,840,12200,2.99
2944,184,CORE SUIT,841,3472,7.99
2945,184,CORE SUIT,841,8582,4.99
2946,184,CORE SUIT,841,13013,6.99
2947,184,CORE SUIT,842,1022,7.99
2948,184,CORE SUIT,842,3453,2.99
2949,184,CORE SUIT,842,3981,6.99
2950,184,CORE SUIT,842,10440,2.99
2951,184,CORE SUIT,842,13300,8.99
2952,184,CORE SUIT,843,4875,2.99
2953,184,CORE SUIT,843,9393,2.99
2954,184,CORE SUIT,843,15545,5.99
2955,184,CORE SUIT,844,2065,4.99
2956,184,CORE SUIT,844,6731,2.99
2957,184,CORE SUIT,844,8759,8.99
2958,184,CORE SUIT,844,14230,5.99
2959,185,COWBOY DOOM,845,3643,4.99
2960,185,COWBOY DOOM,845,7464,2.99
2961,185,COWBOY DOOM,845,15381,2.99
2962,185,COWBOY DOOM,846,1997,2.99
2963,185,COWBOY DOOM,846,6303,2.99
2964,185,COWBOY DOOM,846,7139,2.99
2965,185,COWBOY DOOM,846,14070,8.99
2966,186,CRAFT OUTFIELD,847,143,0.99
2967,186,CRAFT OUTFIELD,847,1486,0.99
2968,186,CRAFT OUTFIELD,847,5480,0.99
2969,186,CRAFT OUTFIELD,847,10494,0.99
2970,186,CRAFT OUTFIELD,847,14392,1.99
2971,186,CRAFT OUTFIELD,848,657,0.99
2972,186,CRAFT OUTFIELD,848,1491,0.99
2973,186,CRAFT OUTFIELD,848,5242,3.99
2974,186,CRAFT OUTFIELD,848,8161,0.99
2975,186,CRAFT OUTFIELD,848,12874,0.99
2976,186,CRAFT OUTFIELD,849,4385,0.99
2977,186,CRAFT OUTFIELD,849,8133,0.99
2978,186,CRAFT OUTFIELD,849,12900,0.99
2979,186,CRAFT OUTFIELD,850,5288,1.99
2980,186,CRAFT OUTFIELD,850,8997,0.99
2981,186,CRAFT OUTFIELD,850,13634,0.99
2982,187,CRANES RESERVOIR,851,176,3.99
2983,187,CRANES RESERVOIR,851,2820,4.99
2984,187,CRANES RESERVOIR,851,4499,2.99
2985,187,CRANES RESERVOIR,851,10529,4.99
2986,187,CRANES RESERVOIR,851,11789,6.99
2987,187,CRANES RESERVOIR,852,10858,2.99
2988,187,CRANES RESERVOIR,852,12376,2.99
2989,187,CRANES RESERVOIR,853,3440,3.99
2990,187,CRANES RESERVOIR,853,3614,2.99
2991,187,CRANES RESERVOIR,853,8629,2.99
2992,187,CRANES RESERVOIR,853,15103,2.99
2993,188,CRAZY HOME,854,3091,2.99
2994,188,CRAZY HOME,854,6681,2.99
2995,188,CRAZY HOME,854,10049,2.99
2996,188,CRAZY HOME,854,11949,2.99
2997,188,CRAZY HOME,855,11294,2.99
2998,188,CRAZY HOME,855,13073,2.99
2999,188,CRAZY HOME,856,6183,2.99
3000,188,CRAZY HOME,856,9683,2.99
3001,188,CRAZY HOME,856,15137,2.99
3002,189,CREATURES SHAKESPEARE,857,10375,2.99
3003,189,CREATURES SHAKESPEARE,857,12524,0.99
3004,189,CREATURES SHAKESPEARE,858,1899,6.99
3005,189,CREATURES SHAKESPEARE,858,6824,6.99
3006,189,CREATURES SHAKESPEARE,858,7271,6.99
3007,189,CREATURES SHAKESPEARE,858,12716,0.99
3008,189,CREATURES SHAKESPEARE,859,10899,1.99
3009,189,CREATURES SHAKESPEARE,859,12655,6.99
3010,189,CREATURES SHAKESPEARE,860,3320,5.99
3011,189,CREATURES SHAKESPEARE,860,4327,2.99
3012,189,CREATURES SHAKESPEARE,860,8715,0.99
3013,189,CREATURES SHAKESPEARE,860,14206,2.99
3014,189,CREATURES SHAKESPEARE,861,7349,2.99
3015,189,CREATURES SHAKESPEARE,861,14358,0.99
3016,189,CREATURES SHAKESPEARE,862,10875,0.99
3017,189,CREATURES SHAKESPEARE,862,14755,3.99
3018,190,CREEPERS KANE,863,2450,8.99
3019,190,CREEPERS KANE,863,6516,4.99
3020,190,CREEPERS KANE,863,10160,4.99
3021,190,CREEPERS KANE,863,15463,5.99
3022,190,CREEPERS KANE,864,4001,5.99
3023,190,CREEPERS KANE,864,7105,4.99
3024,190,CREEPERS KANE,864,13758,8.99
3025,190,CREEPERS KANE,865,167,4.99
3026,190,CREEPERS KANE,865,2680,7.99
3027,190,CREEPERS KANE,865,5472,4.99
3028,190,CREEPERS KANE,865,8381,4.99
3029,190,CREEPERS KANE,865,12008,4.99
3030,190,CREEPERS KANE,866,11368,4.99
3031,190,CREEPERS KANE,866,14902,4.99
3032,191,CROOKED FROGMEN,867,7094,0.99
3033,191,CROOKED FROGMEN,867,13488,0.99
3034,191,CROOKED FROGMEN,868,1628,3.99
3035,191,CROOKED FROGMEN,868,6774,0.99
3036,191,CROOKED FROGMEN,868,10919,0.99
3037,191,CROOKED FROGMEN,868,12714,3.99
3038,191,CROOKED FROGMEN,869,2301,1.99
3039,191,CROOKED FROGMEN,869,3555,0.99
3040,191,CROOKED FROGMEN,869,11010,0.99
3041,191,CROOKED FROGMEN,869,13362,0.99
3042,191,CROOKED FROGMEN,870,2455,0.99
3043,191,CROOKED FROGMEN,870,4299,3.99
3044,191,CROOKED FROGMEN,870,7067,0.99
3045,191,CROOKED FROGMEN,870,14367,0.99
3046,191,CROOKED FROGMEN,871,1869,0.99
3047,191,CROOKED FROGMEN,871,5462,0.99
3048,191,CROOKED FROGMEN,871,11184,3.99
3049,191,CROOKED FROGMEN,871,11909,0.99
3050,191,CROOKED FROGMEN,872,118,0.99
3051,191,CROOKED FROGMEN,872,2046,1.99
3052,191,CROOKED FROGMEN,872,6801,3.99
3053,191,CROOKED FROGMEN,872,10227,2.99
3054,191,CROOKED FROGMEN,872,11763,0.99
3055,193,CROSSROADS CASUALTIES,873,4682,2.99
3056,193,CROSSROADS CASUALTIES,873,9363,2.99
3057,193,CROSSROADS CASUALTIES,873,13409,2.99
3058,193,CROSSROADS CASUALTIES,874,3417,2.99
3059,193,CROSSROADS CASUALTIES,874,6828,2.99
3060,193,CROSSROADS CASUALTIES,874,10515,4.99
3061,193,CROSSROADS CASUALTIES,874,15036,2.99
3062,193,CROSSROADS CASUALTIES,875,8547,2.99
3063,193,CROSSROADS CASUALTIES,875,13834,2.99
3064,193,CROSSROADS CASUALTIES,876,9243,4.99
3065,193,CROSSROADS CASUALTIES,876,13057,6.99
3066,193,CROSSROADS CASUALTIES,877,2288,5.99
3067,193,CROSSROADS CASUALTIES,877,4425,2.99
3068,193,CROSSROADS CASUALTIES,877,10815,2.99
3069,193,CROSSROADS CASUALTIES,877,14676,2.99
3070,193,CROSSROADS CASUALTIES,878,7462,2.99
3071,193,CROSSROADS CASUALTIES,878,15756,2.99
3072,193,CROSSROADS CASUALTIES,879,8044,2.99
3073,193,CROSSROADS CASUALTIES,879,15016,3.99
3074,193,CROSSROADS CASUALTIES,880,7061,2.99
3075,193,CROSSROADS CASUALTIES,880,12827,5.99
3076,194,CROW GREASE,881,6052,0.99
3077,194,CROW GREASE,881,8825,1.99
3078,194,CROW GREASE,881,15369,0.99
3079,194,CROW GREASE,882,4297,0.99
3080,194,CROW GREASE,882,7644,0.99
3081,194,CROW GREASE,882,15633,0.99
3082,194,CROW GREASE,883,3457,3.99
3083,194,CROW GREASE,883,3470,0.99
3084,194,CROW GREASE,883,9463,0.99
3085,194,CROW GREASE,883,12885,0.99
3086,194,CROW GREASE,884,8625,3.99
3087,194,CROW GREASE,884,14569,0.99
3088,196,CRUELTY UNFORGIVEN,885,10318,0.99
3089,196,CRUELTY UNFORGIVEN,885,14348,0.99
3090,196,CRUELTY UNFORGIVEN,886,877,0.99
3091,196,CRUELTY UNFORGIVEN,886,3028,0.99
3092,196,CRUELTY UNFORGIVEN,886,5366,0.99
3093,196,CRUELTY UNFORGIVEN,886,8973,1.99
3094,196,CRUELTY UNFORGIVEN,886,15500,0.99
3095,197,CRUSADE HONEY,887,157,2.99
3096,197,CRUSADE HONEY,887,1424,7.99
3097,197,CRUSADE HONEY,887,4581,6.99
3098,197,CRUSADE HONEY,887,9943,7.99
3099,197,CRUSADE HONEY,887,15762,2.99
3100,197,CRUSADE HONEY,888,3560,2.99
3101,197,CRUSADE HONEY,888,10968,7.99
3102,197,CRUSADE HONEY,888,12523,7.99
3103,199,CUPBOARD SINNERS,889,2475,2.99
3104,199,CUPBOARD SINNERS,889,6071,6.99
3105,199,CUPBOARD SINNERS,889,10794,7.99
3106,199,CUPBOARD SINNERS,889,12330,6.99
3107,199,CUPBOARD SINNERS,890,6596,2.99
3108,199,CUPBOARD SINNERS,890,10149,5.99
3109,199,CUPBOARD SINNERS,890,12462,2.99
3110,199,CUPBOARD SINNERS,891,9523,3.99
3111,199,CUPBOARD SINNERS,891,12129,7.99
3112,199,CUPBOARD SINNERS,892,6423,6.99
3113,199,CUPBOARD SINNERS,892,8357,2.99
3114,199,CUPBOARD SINNERS,892,12299,2.99
3115,199,CUPBOARD SINNERS,893,9114,4.99
3116,199,CUPBOARD SINNERS,893,11528,3.99
3117,199,CUPBOARD SINNERS,894,9341,2.99
3118,199,CUPBOARD SINNERS,894,14170,4.99
3119,199,CUPBOARD SINNERS,895,1870,2.99
3120,199,CUPBOARD SINNERS,895,6443,2.99
3121,199,CUPBOARD SINNERS,895,10315,4.99
3122,199,CUPBOARD SINNERS,895,15039,4.99
3123,199,CUPBOARD SINNERS,896,5505,2.99
3124,199,CUPBOARD SINNERS,896,11259,3.99
3125,199,CUPBOARD SINNERS,896,14209,4.99
3126,200,CURTAIN VIDEOTAPE,897,6834,0.99
3127,200,CURTAIN VIDEOTAPE,897,8726,1.99
3128,200,CURTAIN VIDEOTAPE,897,16018,0.99
3129,200,CURTAIN VIDEOTAPE,898,586,0.99
3130,200,CURTAIN VIDEOTAPE,898,2086,0.99
3131,200,CURTAIN VIDEOTAPE,898,3488,3.99
3132,200,CURTAIN VIDEOTAPE,898,8724,0.99
3133,200,CURTAIN VIDEOTAPE,898,13376,0.99
3134,200,CURTAIN VIDEOTAPE,899,2395,2.99
3135,200,CURTAIN VIDEOTAPE,899,4763,0.99
3136,200,CURTAIN VIDEOTAPE,899,8281,0.99
3137,200,CURTAIN VIDEOTAPE,899,15615,0.99
3138,200,CURTAIN VIDEOTAPE,900,7895,0.99
3139,200,CURTAIN VIDEOTAPE,900,14084,0.99
3140,200,CURTAIN VIDEOTAPE,901,936,1.99
3141,200,CURTAIN VIDEOTAPE,901,2535,2.99
3142,200,CURTAIN VIDEOTAPE,901,6911,0.99
3143,200,CURTAIN VIDEOTAPE,901,7940,0.99
3144,200,CURTAIN VIDEOTAPE,901,14623,0.99
3145,200,CURTAIN VIDEOTAPE,902,3994,1.99
3146,200,CURTAIN VIDEOTAPE,902,8709,0.99
3147,200,CURTAIN VIDEOTAPE,902,15717,0.0
3148,200,CURTAIN VIDEOTAPE,903,5075,0.99
3149,200,CURTAIN VIDEOTAPE,903,7601,0.99
3150,200,CURTAIN VIDEOTAPE,903,12297,0.99
3151,200,CURTAIN VIDEOTAPE,904,10721,1.99
3152,200,CURTAIN VIDEOTAPE,904,12298,2.99
3153,201,CYCLONE FAMILY,905,6510,4.99
3154,201,CYCLONE FAMILY,905,10816,4.99
3155,201,CYCLONE FAMILY,905,14040,2.99
3156,201,CYCLONE FAMILY,906,1637,2.99
3157,201,CYCLONE FAMILY,906,4018,2.99
3158,201,CYCLONE FAMILY,906,7329,3.99
3159,201,CYCLONE FAMILY,906,15726,2.99
3160,201,CYCLONE FAMILY,907,679,4.99
3161,201,CYCLONE FAMILY,907,1673,2.99
3162,201,CYCLONE FAMILY,907,5886,2.99
3163,201,CYCLONE FAMILY,907,11156,2.99
3164,201,CYCLONE FAMILY,907,15935,2.99
3165,201,CYCLONE FAMILY,908,5352,2.99
3166,201,CYCLONE FAMILY,908,7492,2.99
3167,201,CYCLONE FAMILY,908,15234,0.0
3168,202,DADDY PITTSBURGH,909,150,5.99
3169,202,DADDY PITTSBURGH,909,2439,4.99
3170,202,DADDY PITTSBURGH,909,6327,4.99
3171,202,DADDY PITTSBURGH,909,9320,6.99
3172,202,DADDY PITTSBURGH,909,13919,4.99
3173,202,DADDY PITTSBURGH,910,384,5.99
3174,202,DADDY PITTSBURGH,910,1911,6.99
3175,202,DADDY PITTSBURGH,910,6147,5.99
3176,202,DADDY PITTSBURGH,910,8387,4.99
3177,202,DADDY PITTSBURGH,910,14817,4.99
3178,202,DADDY PITTSBURGH,911,4826,7.99
3179,202,DADDY PITTSBURGH,911,8084,5.99
3180,202,DADDY PITTSBURGH,911,12882,4.99
3181,203,DAISY MENAGERIE,912,3375,4.99
3182,203,DAISY MENAGERIE,912,6833,6.99
3183,203,DAISY MENAGERIE,912,7928,7.99
3184,203,DAISY MENAGERIE,912,14104,4.99
3185,203,DAISY MENAGERIE,913,4543,4.99
3186,203,DAISY MENAGERIE,913,10929,4.99
3187,203,DAISY MENAGERIE,913,12722,8.99
3188,203,DAISY MENAGERIE,914,1008,4.99
3189,203,DAISY MENAGERIE,914,2029,4.99
3190,203,DAISY MENAGERIE,914,5770,4.99
3191,203,DAISY MENAGERIE,914,7839,6.99
3192,203,DAISY MENAGERIE,914,13505,4.99
3193,203,DAISY MENAGERIE,915,2382,4.99
3194,203,DAISY MENAGERIE,915,4113,4.99
3195,203,DAISY MENAGERIE,915,8157,6.99
3196,203,DAISY MENAGERIE,915,15257,7.99
3197,204,DALMATIONS SWEDEN,916,5884,0.99
3198,204,DALMATIONS SWEDEN,916,8862,2.99
3199,204,DALMATIONS SWEDEN,916,13100,2.99
3200,204,DALMATIONS SWEDEN,917,1031,2.99
3201,204,DALMATIONS SWEDEN,917,2081,5.99
3202,204,DALMATIONS SWEDEN,917,5058,5.99
3203,204,DALMATIONS SWEDEN,917,8693,0.99
3204,204,DALMATIONS SWEDEN,917,11731,3.99
3205,204,DALMATIONS SWEDEN,918,8742,1.99
3206,204,DALMATIONS SWEDEN,918,14750,5.99
3207,204,DALMATIONS SWEDEN,919,5653,2.99
3208,204,DALMATIONS SWEDEN,919,7460,0.99
3209,204,DALMATIONS SWEDEN,919,12511,0.99
3210,204,DALMATIONS SWEDEN,920,9671,0.99
3211,204,DALMATIONS SWEDEN,920,14017,0.99
3212,204,DALMATIONS SWEDEN,921,854,0.99
3213,204,DALMATIONS SWEDEN,921,2241,2.99
3214,204,DALMATIONS SWEDEN,921,5449,5.99
3215,204,DALMATIONS SWEDEN,921,7963,5.99
3216,204,DALMATIONS SWEDEN,921,12250,0.99
3217,205,DANCES NONE,922,3665,4.99
3218,205,DANCES NONE,922,11190,0.99
3219,205,DANCES NONE,922,15094,0.99
3220,205,DANCES NONE,923,2553,4.99
3221,205,DANCES NONE,923,3767,0.99
3222,205,DANCES NONE,923,10371,0.99
3223,205,DANCES NONE,923,14466,0.99
3224,205,DANCES NONE,924,1099,2.99
3225,205,DANCES NONE,924,1436,3.99
3226,205,DANCES NONE,924,6831,1.99
3227,205,DANCES NONE,924,9634,1.99
3228,205,DANCES NONE,924,14975,3.99
3229,205,DANCES NONE,925,10421,0.99
3230,205,DANCES NONE,925,15862,0.99
3231,206,DANCING FEVER,926,7287,0.99
3232,206,DANCING FEVER,926,12769,1.99
3233,206,DANCING FEVER,927,5652,3.99
3234,206,DANCING FEVER,927,11287,1.99
3235,206,DANCING FEVER,927,15080,0.99
3236,206,DANCING FEVER,928,561,2.99
3237,206,DANCING FEVER,928,2700,2.99
3238,206,DANCING FEVER,928,5022,2.99
3239,206,DANCING FEVER,928,10005,3.99
3240,206,DANCING FEVER,928,14659,0.99
3241,206,DANCING FEVER,929,9713,1.99
3242,206,DANCING FEVER,929,12360,2.99
3243,206,DANCING FEVER,930,8447,1.99
3244,206,DANCING FEVER,930,12578,0.99
3245,206,DANCING FEVER,931,1676,0.99
3246,206,DANCING FEVER,931,6210,0.99
3247,206,DANCING FEVER,931,7620,0.99
3248,206,DANCING FEVER,931,14113,0.99
3249,206,DANCING FEVER,932,2133,0.99
3250,206,DANCING FEVER,932,4923,3.99
3251,206,DANCING FEVER,932,8325,2.99
3252,206,DANCING FEVER,932,13926,2.99
3253,206,DANCING FEVER,933,726,1.99
3254,206,DANCING FEVER,933,2746,3.99
3255,206,DANCING FEVER,933,6497,0.99
3256,206,DANCING FEVER,933,9497,0.99
3257,206,DANCING FEVER,933,13693,0.99
3258,207,DANGEROUS UPTOWN,934,5697,4.99
3259,207,DANGEROUS UPTOWN,934,14010,4.99
3260,207,DANGEROUS UPTOWN,935,3835,4.99
3261,207,DANGEROUS UPTOWN,935,8063,4.99
3262,207,DANGEROUS UPTOWN,935,12947,4.99
3263,207,DANGEROUS UPTOWN,936,4431,6.99
3264,207,DANGEROUS UPTOWN,936,10303,4.99
3265,207,DANGEROUS UPTOWN,936,15705,4.99
3266,207,DANGEROUS UPTOWN,937,2433,4.99
3267,207,DANGEROUS UPTOWN,937,6540,6.99
3268,207,DANGEROUS UPTOWN,937,8145,5.99
3269,207,DANGEROUS UPTOWN,937,13603,6.99
3270,208,DARES PLUTO,938,846,2.99
